canonical_name,developer,operator,status_current,status_current_date,state,city,lat,long,capacity_mw,capacity_mw_source_confidence,source_url
Surge Development Hancock MegaSite,Surge Development LLC,,paused,2025-05-13,IN,Greenfield,39.78504,-85.76942,,none,https://www.wthr.com/article/money/business/application-withdrawn-surge-development-hancock-county-greenfield-data-center-tuttle-orchards/531-48204cbc-eba5-4666-bd66-6e88cb6d2412
Switch Citadel Campus,Switch,Switch,operational,2022-10-28,NV,Sparks,39.53491,-119.75269,650,high,https://www.switch.com/switch-tahoe-reno-data-center-now-open/
Switch CORE Campus,Switch,Switch,operational,2024-04-12,NV,Las Vegas,36.17497,-115.13722,495,medium,https://www.switch.com/las-vegas/
Switch Jones Boulevard AI Factories,Switch,Switch,under_construction,2025-07-01,NV,Las Vegas,36.17497,-115.13722,,,medium|https://www.datacenterdynamics.com/en/news/switch-building-ai-factories-in-las-vegas/
Switch KEEP 2.0 Atlanta North,Switch,Switch,under_construction,2023-09-01,GA,Cartersville,34.16533,-84.80231,,,medium|https://www.datacenterdynamics.com/en/news/switch-to-invest-772-million-in-second-georgia-campus-outside-atlanta/
Switch KEEP 2.0 Atlanta North Campus,Switch LTD,Switch LTD,under_construction,,GA,Cartersville,34.16533,-84.80231,,none,https://www.datacentermap.com/usa/georgia/atlanta/switch-the-keep-20/
Switch KEEP Campus,Switch,Switch,operational,2019-12-31,GA,Lithia Springs,33.794,-84.66049,150,medium,https://www.switch.com/atlanta/
Switch Pyramid Campus,Switch,Switch,operational,2024-04-12,MI,Grand Rapids,42.96336,-85.66809,320,high,https://www.switch.com/switch-grand-rapids-now-open-largest-advanced-data-center-campus-eastern-u-s/
Switch The Rock Campus,Switch,Switch,under_construction,2021-01-01,TX,Round Rock,30.50826,-97.6789,,,low|https://www.switch.com/austin/
T5 Data Centers @Atlanta I,T5 Data Centers,T5 Data Centers,operational,2008-01-01,GA,Alpharetta,34.07538,-84.29409,4,medium,https://t5datacenters.com/locations/
T5 Data Centers @Atlanta III,T5 Data Centers,T5 Data Centers,operational,2020-06-01,GA,Lithia Springs,33.794,-84.66049,10,medium,https://t5datacenters.com/locations/
T5 Data Centers @Atlanta IV,T5 Data Centers,T5 Data Centers,under_construction,2024-01-01,GA,Palmetto,33.51789,-84.66965,15,low,https://t5datacenters.com/locations/
T5 Data Centers @Charlotte,T5 Data Centers,T5 Data Centers,operational,2017-01-01,NC,Kings Mountain,35.24513,-81.34119,50,medium,https://t5datacenters.com/locations/
T5 Data Centers @Chicago I,T5 Data Centers,T5 Data Centers,operational,2015-01-01,IL,Elk Grove Village,42.00392,-87.97035,9,medium,https://t5datacenters.com/locations/
T5 Data Centers @Chicago II,T5 Data Centers,T5 Data Centers,operational,2018-01-01,IL,Elk Grove Village,42.00392,-87.97035,5,medium,https://t5datacenters.com/locations/
T5 Data Centers @Chicago III,T5 Data Centers,T5 Data Centers,under_construction,2024-01-01,IL,Northlake,41.91725,-87.89562,10,low,https://t5datacenters.com/locations/
T5 Data Centers @Chicago IV,T5 Data Centers,T5 Data Centers,announced,2024-01-01,IL,Grayslake,42.34447,-88.04175,10,low,https://t5datacenters.com/locations/
T5 Data Centers @Cincinnati,T5 Data Centers,T5 Data Centers,operational,2019-01-01,OH,Cincinnati,39.12711,-84.51439,5,low,https://www.datacenters.com/providers/t5-data-centers/data-center-locations
T5 Data Centers @Cleveland,T5 Data Centers,T5 Data Centers,operational,2014-01-01,OH,Cleveland,41.4995,-81.69541,6,medium,https://t5datacenters.com/locations/
T5 Data Centers @Colorado Springs,T5 Data Centers,T5 Data Centers,operational,2018-01-01,CO,Colorado Springs,38.83388,-104.82136,,none,https://www.datacentermap.com/usa/colorado/colorado-springs/t5-data-centers-t5colorado-springs/
T5 Data Centers @Dallas I,T5 Data Centers,T5 Data Centers,operational,2012-01-01,TX,Plano,33.01984,-96.69889,22,high,https://t5datacenters.com/locations/t5-plano/
T5 Data Centers @Dallas III,T5 Data Centers,T5 Data Centers,operational,2018-01-01,TX,Plano,33.01984,-96.69889,10,high,https://t5datacenters.com/locations/t5-dallas-iii/
T5 Data Centers @Los Angeles,T5 Data Centers,T5 Data Centers,operational,2017-01-01,CA,El Segundo,33.91918,-118.41647,16,medium,https://t5datacenters.com/wp-content/uploads/2017/10/T5-Portfolio-Brochure.pdf
T5 Data Centers @Minneapolis,T5 Data Centers,T5 Data Centers,operational,2016-01-01,MN,Minneapolis,44.97997,-93.26384,10,medium,https://t5datacenters.com/wp-content/uploads/2020/06/T5-Minneapolis-Onesheet-2020.pdf
T5 Data Centers @New York,T5 Data Centers,T5 Data Centers,operational,2020-01-01,NY,Briarcliff Manor,41.14565,-73.82375,4,medium,https://t5datacenters.com/wp-content/uploads/2015/12/T5NYProp-Flyer.pdf
T5 Data Centers @Portland,T5 Data Centers,T5 Data Centers,operational,2018-01-01,OR,Hillsboro,45.52289,-122.98983,8,medium,https://t5datacenters.com/wp-content/uploads/2017/10/T5-Portfolio-Brochure.pdf
T5 Data Centers @Silicon Valley,T5 Data Centers,T5 Data Centers,operational,2020-01-01,CA,Newark,37.52966,-122.04024,7,medium,https://t5datacenters.com/wp-content/uploads/2017/10/T5-Portfolio-Brochure.pdf
TECfusions - Clarksville Data Center,TECfusions,TECfusions,operational,2024-09-21,VA,Clarksville,36.62403,-78.55694,220,medium,https://www.datacenterdynamics.com/en/news/tecfusions-acquires-73-acres-in-clarksville-virginia-for-300mw-data-center-expansion/
TECfusions - Clarksville Expansion,TECfusions,TECfusions,under_construction,2025-02-27,VA,Clarksville,36.62403,-78.55694,300,high,https://www.prnewswire.com/news-releases/tecfusions-expands-data-center-footprint-with-73-acre-virginia-acquisition-302383387.html
TECfusions - Greenlin Park,TECfusions (JK Land Holdings),TECfusions,approved,2025-02-20,VA,Leesburg,39.11566,-77.5636,300,medium,https://www.loudounnow.com/news/300-mw-data-center-approved-south-of-leesburg/article_31050264-efb4-11ef-a1fa-c79d17f045f1.html
TECfusions - Keystone Connect,TECfusions,TECfusions,announced,2025-01-14,PA,New Kensington,40.56979,-79.76477,3000,high,https://www.prnewswire.com/news-releases/tecfusions-unveils-massive-1400-acre-data-center-project-in-pennsylvania-revitalizing-former-industrial-plant-302350041.html
TECfusions - Tucson Data Center,TECfusions,TECfusions,operational,2023-10-20,AZ,Tucson,32.22174,-110.92648,unresearchable,none,https://tecfusions.com/
TenKey LandCo Franklin,TenKey LandCo I LLC,,approved,2026-03-04,KY,Franklin,38.23915,-84.87707,,none,https://www.datacenterdynamics.com/en/news/data-center-proposal-in-franklin-kentucky-effectively-greenlit-after-approval-from-planning-and-zoning-commission
TeraWulf Lake Mariner,TeraWulf,TeraWulf,operational,2026-03-20,NY,Barker,43.33006,-78.55475,750,high,https://www.terawulf.com/wulf-compute
TeraWulf Nautilus Cryptomine,TeraWulf (Talen Energy JV),TeraWulf,operational,2024-10-04,PA,Nesquehoning,40.86453,-75.81103,300,medium,https://www.theblock.co/post/319500/terawulf-sells-nuclear-powered-bitcoin-mine-stake-ai-diversification
Tesla Cortex,Tesla,Tesla,operational,2024-12-31,TX,Austin,29.88702,-96.27791,130,medium,https://www.datacenterdynamics.com/en/news/teslas-50000-gpu-cortex-supercomputer-went-live-in-q4-2024/
Tesla Sacramento,Tesla,NTT Global Data Centers,operational,2023-06-13,CA,Sacramento,38.44932,-121.34424,10,low,https://www.datacenterdynamics.com/en/news/tesla-signs-lease-for-sacramento-data-center-vacated-by-twitter-in-area-musk-once-criticized/
Tesla San Jose Dojo,Tesla,Tesla,operational,2024-01-01,CA,San Jose,37.33939,-121.89496,10,low,https://dgtlinfra.com/elon-musk-data-centers/
Thor Equities Augusta Township,Thor Equities/Form8tion,Thor Equities,announced,2025-04-18,MI,Augusta Township,42.12895,-83.59915,,none,https://planetdetroit.org/2026/04/ypsilanti-water-supply-data-centers/
Thor Equities LaGrange,Thor Equities/Form8tion,Thor Equities,under_construction,2026-04-01,GA,LaGrange,33.03929,-85.03133,400,low,https://www.datacenterdynamics.com/en/news/thor-equities-targets-400mw-ohio-data-center-campus-with-land-buy/
Thor Equities Ohio,Thor Equities/Form8tion,Thor Equities,announced,2025-08-15,OH,Van Wert,40.86949,-84.58412,500,low,https://www.datacenterdynamics.com/en/news/thor-equities-targets-400mw-ohio-data-center-campus-with-land-buy/
Thor Equities Van Wert,Thor Equities/Form8tion,Thor Equities,announced,2025-08-15,OH,Van Wert,40.86949,-84.58412,500,low,https://www.datacenterdynamics.com/en/news/thor-equities-targets-400mw-ohio-data-center-campus-with-land-buy/
TierPoint Allentown TekPark,TierPoint,TierPoint,operational,,PA,Breinigsville,40.53676,-75.6313,100,medium,https://www.datacenterdynamics.com/en/news/tierpoint-acquires-leased-data-center-site-in-pennsylvania-plans-100mw-expansion/
TierPoint Baltimore,TierPoint,TierPoint,operational,,MD,Baltimore,38.48484,-75.82466,,none,https://www.tierpoint.com/data-centers/maryland/
TierPoint Baltimore BWI,TierPoint,TierPoint,operational,,MD,Linthicum Heights,39.20344,-76.66219,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Bethlehem,TierPoint,TierPoint,operational,,PA,Bethlehem,40.62593,-75.37046,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Boston Andover,TierPoint,TierPoint,operational,,MA,Andover,42.65843,-71.137,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Boston Marlborough,TierPoint,TierPoint,operational,,MA,Marlborough,42.34593,-71.55229,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Charlotte Center Park,TierPoint,TierPoint,operational,,NC,Charlotte,35.22709,-80.84313,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Charlotte North Myers,TierPoint,TierPoint,operational,,NC,Charlotte,35.22709,-80.84313,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Chicago Polk,TierPoint,TierPoint,operational,,IL,Chicago,41.85003,-87.65005,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Chicago West,TierPoint,TierPoint,operational,,IL,Chicago,41.85003,-87.65005,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Dallas,TierPoint,TierPoint,operational,,TX,Dallas,32.76663,-96.77787,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Dallas Allen,TierPoint,TierPoint,operational,,TX,Allen,33.10317,-96.67055,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Dallas Fort Worth,TierPoint,TierPoint,operational,,TX,Fort Worth,32.72541,-97.32085,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Jacksonville,TierPoint,TierPoint,operational,,FL,Jacksonville,30.33218,-81.65565,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Kansas City Lenexa,TierPoint,TierPoint,operational,,KS,Lenexa,38.95362,-94.73357,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Lehigh Valley,TierPoint,TierPoint,operational,,PA,Bethlehem,40.62593,-75.37046,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Little Rock,TierPoint,TierPoint,operational,,AR,Little Rock,34.74648,-92.28959,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Milwaukee,TierPoint,TierPoint,operational,,WI,Milwaukee,43.02172,-87.92908,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Nashville,TierPoint,TierPoint,operational,,TN,Franklin,35.15496,-86.09218,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint New York Hawthorne 11 Skyline,TierPoint,TierPoint,operational,,NY,Hawthorne,41.10732,-73.79597,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint New York Hawthorne 17 Skyline,TierPoint,TierPoint,operational,,NY,Hawthorne,41.10732,-73.79597,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Oklahoma City 4114 Perimeter,TierPoint,TierPoint,operational,,OK,Oklahoma City,35.46756,-97.51643,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Oklahoma City 4121 Perimeter,TierPoint,TierPoint,operational,,OK,Oklahoma City,35.46756,-97.51643,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Omaha Bellevue,TierPoint,TierPoint,operational,,NE,Bellevue,41.13667,-95.89084,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Omaha Midlands,TierPoint,TierPoint,operational,,NE,Papillion,41.15444,-96.04224,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Philadelphia,TierPoint,TierPoint,operational,,PA,Philadelphia,40.00764,-75.13396,,none,https://www.tierpoint.com/data-centers/pennsylvania/
TierPoint Raleigh,TierPoint,TierPoint,operational,,NC,Raleigh,35.7721,-78.63861,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Raleigh RTP,TierPoint,TierPoint,operational,,NC,Durham,36.036,-78.87632,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Seattle,TierPoint,TierPoint,operational,,WA,Seattle,47.60621,-122.33207,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Sioux Falls East,TierPoint,TierPoint,operational,,SD,Sioux Falls,43.54369,-96.72796,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Sioux Falls West,TierPoint,TierPoint,operational,,SD,Sioux Falls,43.54369,-96.72796,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Spokane 23017 E Mission,TierPoint,TierPoint,operational,,WA,Liberty Lake,47.67591,-117.11821,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Spokane 23403 E Mission,TierPoint,TierPoint,operational,,WA,Liberty Lake,47.67591,-117.11821,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint St Louis Locust,TierPoint,TierPoint,operational,,MO,St. Louis,38.64068,-90.44341,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint St Louis Millpark,TierPoint,TierPoint,operational,,MO,Maryland Heights,38.71311,-90.42984,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint St Louis Olive,TierPoint,TierPoint,operational,,MO,St. Louis,38.64068,-90.44341,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Tulsa Archer,TierPoint,TierPoint,operational,,OK,Tulsa,36.12108,-95.94148,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Tulsa State Farm,TierPoint,TierPoint,operational,,OK,Tulsa,36.12108,-95.94148,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Valley Forge,TierPoint,TierPoint,operational,,PA,Norristown,40.1215,-75.3399,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TierPoint Waterbury,TierPoint,TierPoint,operational,,CT,Waterbury,41.55815,-73.0515,,none,https://www.datacenters.com/providers/tierpoint/data-center-locations
TigerDC - Project Spero SC1,TigerDC,TigerDC,cancelled,2026-02-27,SC,Spartanburg,34.93126,-81.99068,400,low,https://www.datacenterdynamics.com/en/news/tigerdc-pulls-planned-data-center-project-from-south-carolina-county-after-officials-deny-tax-deal/
TigerDC - Spartanburg Bitcoin Mining Facility,TigerDC,TigerDC,operational,2022-01-01,SC,Spartanburg,34.93126,-81.99068,unresearchable,none,https://tigerdc.com/
Tract - Buckeye Tech Corridor,Tract,various,permitting,2024-08-06,AZ,Buckeye,33.37032,-112.58378,1800,low,https://www.commercialsearch.com/news/tract-eyes-massive-data-center-campus-near-phoenix/
Tract - Hanover Technology Park,Tract,various,permitting,2026-04-17,VA,Ashland,37.75903,-77.47998,2400,medium,https://richmondbizsense.com/2026/04/17/hanover-planning-commission-recommends-approval-of-430-acre-data-center-project/
Tract - Mountain Road Technology Park,Tract,various,permitting,2026-04-17,VA,Ashland,37.75903,-77.47998,900,medium,https://richmondbizsense.com/2026/04/17/hanover-planning-commission-recommends-approval-of-430-acre-data-center-project/
Tract - Peru Shelf Technology Park,Tract,various,under_construction,2024-05-01,NV,Reno,39.52963,-119.8138,810,high,https://www.datacenterdynamics.com/en/news/tract-breaks-ground-on-810mw-data-center-park-in-reno-nevada/
Tract - Phoenix West Valley Campus,Tract,various,permitting,2024-09-03,AZ,Buckeye,33.37032,-112.58378,1800,low,https://www.datacenterknowledge.com/data-center-construction/new-data-center-developments-september-2024
Tract - Pole Canyon Technology Park,Tract,various,announced,2024-01-19,UT,Eagle Mountain,40.31412,-112.00688,400,high,https://www.datacenterdynamics.com/en/news/tract-plans-400mw-data-center-park-in-eagle-mountain-utah/
